me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Industrials,52701,52701,52701,67118,67118,67118,67118,67118,67118,67118,67118,67118,67118,67118,67118,80692,80692,80692,80692,80692,80692,80692,80692,80692,80692,80692,80692,87258,87258,87258,87258,87258,87258,87258,87258,87258,87258,87258,87258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excess return,Industrials,,-0.143064135,0.35223941,-0.254133096,0.365639148,-0.26777931,-0.0132199,-0.390367849,-0.064806357,-0.253108651,-0.092590069,-0.142880836,-0.040067331,-0.163718513,-0.266139659,-0.274523057,0.086388542,0.059197728,-0.135061477,-0.306173845,-0.1781003,-0.15732944,-0.1652174,-0.104866591,-0.038958409,-0.280611019,-0.02555181,-0.310914594,-0.000342149,-0.112107599,-0.047620542,-0.055679393,-0.023916662,-0.203506722,0.041268965,-0.278462964,-0.011647032,-0.053860195,-0.203329871,-0.060283494,-0.325139388,-0.038038483,0.32680708,-0.066971138,-0.169991218,-0.045156114,-0.089243648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk premium,Industrials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Industrials,0.8966,0.7249,0.6941,1.0197,0.9432,0.9783,1.0273,1.0482,0.9645,1.2583,1.1589,1.0582,1.0438,0.8412,0.8364,0.905,0.9007,0.9624,1.0054,1.0329,1.0381,1.0408,1.0011,1.0809,1.1232,1.0939,0.844,0.826,0.7203,0.6342,0.642,0.6437,0.6158,0.6788,0.7402,0.7431,0.7549,0.8187,0.8223,0.8658,0.8382,0.7935,0.8007,0.7494,0.7716,0.7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO monthly avg,Industrials,3,22.25,109.64,31.4,65.59,74.79,55.78,36.03,42.58,36.2,49.96,559.46,57.46,50.25,251.18,27.7,135.12,86.71,89.27,61.91,100.45,57.53,138.17,73.5,48.6,41.59,74.75,26.18,32.45,62.27,131.81,71.32,147.53,93.7,137.22,103.4,124.41,209.68,84.96,97.68,61.02,103.62,132.69,233.17,203.49,428.04,142.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total assets,Industrials,150409,150409,150409,177611,177611,177611,177611,177611,177611,177611,177611,177611,177611,177611,177611,208236,208236,208236,208236,208236,208236,208236,208236,208236,208236,208236,208236,235739,235739,235739,235739,235739,235739,235739,235739,235739,235739,235739,235739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net sales,Industrials,213704,213704,213704,279257,279257,279257,279257,279257,279257,279257,279257,279257,279257,279257,279257,294558,294558,294558,294558,294558,294558,294558,294558,294558,294558,294558,294558,320207,320207,320207,320207,320207,320207,320207,320207,320207,320207,320207,320207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
common equity,Industrials,97363,97363,97363,108395,108395,108395,108395,108395,108395,108395,108395,108395,108395,108395,108395,123715,123715,123715,123715,123715,123715,123715,123715,123715,123715,123715,123715,143638,143638,143638,143638,143638,143638,143638,143638,143638,143638,143638,143638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnover ratio,Industrials,0%,0.02%,0.08%,0.02%,0.05%,0.06%,0.04%,0.03%,0.03%,0.03%,0.04%,0.42%,0.04%,0.04%,0.2%,0.02%,0.11%,0.07%,0.07%,0.05%,0.08%,0.05%,0.11%,0.06%,0.04%,0.03%,0.06%,0.02%,0.03%,0.05%,0.1%,0.05%,0.1%,0.07%,0.1%,0.07%,0.09%,0.15%,0.06%,0.07%,0.04%,0.07%,0.09%,0.16%,0.14%,0.28%,0.09%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Return monthly,Industrials,,0.026204565,0.51276771,-0.067791996,0.545560748,-0.08824641,0.16,-0.218331249,0.102857143,-0.066735751,0.085720631,0.026385764,0.141092069,0.011177087,-0.088946459,-0.085308057,0.260932642,0.236028928,0.045478723,-0.130501145,0,0.02004096,0.0097519,0.068030109,0.136303191,-0.111995319,0.12612019,-0.159976594,0.142936751,0.023647001,0.086925458,0.079973707,0.111178738,-0.066642322,0.178501565,-0.139347664,0.126711668,0.093717905,-0.057124971,0.090961906,-0.172232788,0.114052017,0.48185118,0.084841062,-0.016780418,0.107985386,0.015356352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
